[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 556 ms, 514 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 519 ms, 377 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 584 ms, 278 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 546 ms, 509 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 563 ms, 342 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 479 ms, 581 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 494 ms, 427 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 448 ms, 260 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 419 ms, 489 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 442 ms, 296 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 426 ms, 531 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 422 ms, 305 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 385 ms, 537 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 459 ms, 303 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 435 ms, 541 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 397 ms, 255 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 375 ms, 496 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 380 ms, 723 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 401 ms, 424 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 420 ms, 659 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 378 ms, 343 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 374 ms, 577 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 392 ms, 270 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 365 ms, 496 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 389 ms, 733 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 388 ms, 348 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 365 ms, 586 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 407 ms, 246 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 395 ms, 475 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 388 ms, 714 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 416 ms, 305 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 408 ms, 544 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 374 ms, 771 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 376 ms, 361 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 373 ms, 600 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 359 ms, 839 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 384 ms, 405 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 374 ms, 643 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 357 ms, 882 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 362 ms, 442 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 354 ms, 675 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 373 ms, 247 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 357 ms, 481 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 351 ms, 714 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 385 ms, 264 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 357 ms, 492 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 349 ms, 720 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 384 ms, 251 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 355 ms, 479 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 347 ms, 721 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 357 ms, 948 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 354 ms, 443 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 346 ms, 679 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 357 ms, 915 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 364 ms, 423 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 348 ms, 644 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 352 ms, 879 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 359 ms, 379 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 351 ms, 607 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 353 ms, 849 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 376 ms, 330 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 353 ms, 572 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 357 ms, 799 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 395 ms, 280 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 364 ms, 515 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 357 ms, 749 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 349 ms, 983 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 373 ms, 432 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 368 ms, 666 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 349 ms, 899 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 372 ms, 347 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 374 ms, 587 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 353 ms, 811 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 379 ms, 267 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 354 ms, 507 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 363 ms, 731 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 351 ms, 971 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 364 ms, 376 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 347 ms, 606 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 343 ms, 852 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 12180 ms, 332 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 1511 ms, 295 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 906 ms, 312 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 1373 ms, 547 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 829 ms, 404 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 792 ms, 291 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 576 ms, 531 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 674 ms, 299 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 553 ms, 536 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 508 ms, 314 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 452 ms, 545 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 465 ms, 781 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 479 ms, 433 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 432 ms, 668 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 478 ms, 346 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 486 ms, 588 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 429 ms, 827 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 470 ms, 379 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 432 ms, 619 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 428 ms, 845 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 437 ms, 410 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 453 ms, 655 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 419 ms, 884 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 508 ms, 351 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 405 ms, 581 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 421 ms, 811 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 446 ms, 294 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 404 ms, 531 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 437 ms, 769 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 438 ms, 1006 Mb
[DirtyRoot(FileWatchRoot(dir=/Users/jetbrains/circlet/app/app-web/src, data=JsProject(app-web)), new=[], modified=[/Users/jetbrains/circlet/app/app-web/src/main/kotlin/circlet/api/Routing.kt], removed=[])]: 559 ms, 362 Mb
